distortion,level,seed,qp,feature,primary,n_images,source,oriented_feature_change,log_density_ratio,density_change_percent
awgn,5,20260811,22,sobel_si,True,24,kodim23.png,-1.7237326016395684,0.17676954594896524,19.335604770017035
awgn,5,20260811,22,sobel_si,True,24,kodim24.png,-3.016303996534319,-0.045237569725846444,-4.422960725075531
awgn,5,20260811,22,luma_sd,True,24,kodim01.png,0.28293515062059527,0.037984364345475884,3.8714991762767603
awgn,5,20260811,22,luma_sd,True,24,kodim02.png,0.5744002663888494,-0.13549493959082143,-12.671641791044784
awgn,5,20260811,22,luma_sd,True,24,kodim03.png,0.26666878296803986,0.15600682885205167,16.883418485833722
awgn,5,20260811,22,luma_sd,True,24,kodim04.png,0.3105088394033899,0.05980444543254505,6.162891986062702
awgn,5,20260811,22,luma_sd,True,24,kodim05.png,0.18804334101533016,-0.03938805860722669,-3.862243408891919
awgn,5,20260811,22,luma_sd,True,24,kodim06.png,-0.06836417610247736,0.011667426294829851,1.1735756199129366
awgn,5,20260811,22,luma_sd,True,24,kodim07.png,0.30636263554629295,0.05387061540185108,5.534804753820044
awgn,5,20260811,22,luma_sd,True,24,kodim08.png,0.03302382728161746,-0.04025001340727423,-3.9450741063644212
awgn,5,20260811,22,luma_sd,True,24,kodim09.png,0.3082145316125562,0.2816613456735727,32.53298153034301
awgn,5,20260811,22,luma_sd,True,24,kodim10.png,0.24548353437253212,0.08323195314709264,8.67938645716424
awgn,5,20260811,22,luma_sd,True,24,kodim11.png,0.2780130223188735,0.062096064482699484,6.406455862977589
awgn,5,20260811,22,luma_sd,True,24,kodim12.png,0.1352835739332221,0.1126542932622973,11.924493554327809
awgn,5,20260811,22,luma_sd,True,24,kodim13.png,0.07755971208883494,-0.02115066081599678,-2.0928554245850384
awgn,5,20260811,22,luma_sd,True,24,kodim14.png,0.24082093463346155,0.029705154413915694,3.015075376884413
awgn,5,20260811,22,luma_sd,True,24,kodim15.png,-0.1624323666633103,0.16295200402429477,17.69801980198018
awgn,5,20260811,22,luma_sd,True,24,kodim16.png,0.2546426505611308,0.07609363193466702,7.90636042402828
awgn,5,20260811,22,luma_sd,True,24,kodim17.png,0.22987722887818762,-0.0391167906915704,-3.836160782515674
awgn,5,20260811,22,luma_sd,True,24,kodim18.png,0.2549679152810356,0.1146273943856975,12.145549909850839
awgn,5,20260811,22,luma_sd,True,24,kodim19.png,0.245162887726444,0.18068238741435538,19.80346079897457
